Site,Type,Plant_Species,FU_Open
Walborough,di,Cochlearia_officinalis,123
Walborough,di,Convolvulus_arvensis,0
Walborough,di,Daucus_carota,0
Walborough,di,Epilobium_hirsutum,0
Walborough,di,Galium_verum,0
Walborough,di,Geranium_pusillum,0
Walborough,di,Glaux_maritima,63
Walborough,di,Grass,0
Walborough,di,Halimione_portulacoides,0
Walborough,di,Heracleum_sphondylium,0
Walborough,di,Hypochaeris_radicata,0
Walborough,di,Knautia_arvensis,0
Walborough,di,Lathyrus_pratensis,0
Walborough,di,Leontodon_hispidus,0
Walborough,di,Linum_catharticum,8
Walborough,di,Lotus_corniculatus,33
Walborough,di,Medicago_lupulina,12
Walborough,di,Ononis_spinosa,0
Walborough,di,Pilosella_officinarum,1
Walborough,di,Plantago_lanceolata,4
Walborough,di,Plantago_maritima,1
Walborough,di,Plantago_media,0
Walborough,di,Polygala_vulgaris,5
Walborough,di,Potentilla_anserina,0
Walborough,di,Ranunculus_acris,2
Walborough,di,Ranunculus_bulbosus,125
Walborough,di,Ranunculus_repens,0
Walborough,di,Rhinanthus_minor,7
Walborough,di,Rubus_fruiticosus,0
Walborough,di,Rumex_acetosa,63
Walborough,di,Rumex_obtusifolius,0
Walborough,di,Sanguisorba_minor,10
Walborough,di,Sedge,0
Walborough,di,Senecio_jacobaea,0
Walborough,di,Spergularia_media,0
Walborough,di,Suaeda_maritima,0
Walborough,di,Taraxacum_agg.,2
Walborough,di,Thymus_polytrichus,0
Walborough,di,Trifolium_arvense,0
Walborough,di,Trifolium_dubium,0
Walborough,di,Trifolium_pratense,0
Walborough,di,Trifolium_repens,2
Walborough,di,Triglochin_maritima,366
Walborough,di,Vicia_cracca,0
Walborough,di,Vicia_sativa,5
Wheal.Coates,mon,Calluna_vulgaris,22157
Wheal.Coates,mon,Centaurea_nigra,0
Wheal.Coates,mon,Cirsium_sp.,1
Wheal.Coates,mon,Cuscuta_epithymum,0
Wheal.Coates,mon,Erica_cinerea,19909
Wheal.Coates,mon,Euphrasia_nemorosa,4
Wheal.Coates,mon,Grass,0
Wheal.Coates,mon,Hieracium_sp.,2
Wheal.Coates,mon,Hypericum_calycinum,0
Wheal.Coates,mon,Hypochaeris_radicata,0
Wheal.Coates,mon,Leontodon_hispidus,0
Wheal.Coates,mon,Pedicularis_sylvatica,2
Wheal.Coates,mon,Polygala_serpyllifolia,6
Wheal.Coates,mon,Polygala_vulgaris,10
Wheal.Coates,mon,Potentilla_erecta,36
Wheal.Coates,mon,Potentilla_reptans,0
Wheal.Coates,mon,Rosa_spinosissima,0
Wheal.Coates,mon,Rubus_fruiticosus,0
Wheal.Coates,mon,Scilla_verna,11
Wheal.Coates,mon,Solidago_virgaurea,14
Wheal.Coates,mon,Stachys_officinalis,0
Wheal.Coates,mon,Thymus_polytrichus,36
Wheal.Coates,mon,Ulex_europaeus,1779
Wheal.Coates,mon,Vaccinium_myrtillus,0
Wheal.Coates,mon,Viola_canina,0
Wheal.Coates,mon,Viola_riviniana,0
Wheal.Coates,mon,Viola_sp.,0
Woodland.Hill,tri,Arum_maculatum,0
Woodland.Hill,tri,Betula_pendula,0
Woodland.Hill,tri,Calluna_vulgaris,3178
Woodland.Hill,tri,Crataegus_monogyna,0
Woodland.Hill,tri,Cuscuta_epithymum,18
Woodland.Hill,tri,Dryopteris_sp.,0
Woodland.Hill,tri,Erica_cinerea,7687
Woodland.Hill,tri,Fagus_sylvatica,0
Woodland.Hill,tri,Fragus_sylvatica,0
Woodland.Hill,tri,Fraxinus_excelsior,0
Woodland.Hill,tri,Galium_saxatile,0
Woodland.Hill,tri,Grass,0
Woodland.Hill,tri,Ilex_aquifolium,0
Woodland.Hill,tri,Lonicera_periclymenum,0
Woodland.Hill,tri,Melampyrum_pratense,7
Woodland.Hill,tri,Mercurialis_perennis,0
Woodland.Hill,tri,Polygala_serpyllifolia,0
Woodland.Hill,tri,Potentilla_erecta,0
Woodland.Hill,tri,Quercus_petraea,0
Woodland.Hill,tri,Quercus_robur,0
Woodland.Hill,tri,Ranunculus_ficaria,0
Woodland.Hill,tri,Rubus_fruiticosus,11
Woodland.Hill,tri,Rubus_fruticosus,0
Woodland.Hill,tri,Rumex_acetosella,0
Woodland.Hill,tri,Sedge,0
Woodland.Hill,tri,Sorbus_aucuparia,0
Woodland.Hill,tri,Teucrium_scorodonia,0
Woodland.Hill,tri,Ulex_europaeus,98
Woodland.Hill,tri,Urtica_dioica,0
Woodland.Hill,tri,Vaccinium_myrtillus,2
Woolacombe,tri,Achillea_millefolium,0
Woolacombe,tri,Ammophila_sp.,0
Woolacombe,tri,Anacamptis_pyramidalis,0
Woolacombe,tri,Anagallis_arvensis,0
Woolacombe,tri,Arum_maculatum,0
Woolacombe,tri,Bellis_perennis,0
Woolacombe,tri,Calluna_vulgaris,0
Woolacombe,tri,Calystegia_soldanella,0
Woolacombe,tri,Cerastium_fontanum,5
Woolacombe,tri,Chamerion_angustifolium,0
Woolacombe,tri,Cirsium_arvense,1
Woolacombe,tri,Cirsium_sp.,0
Woolacombe,tri,Cirsium_vulgare,0
Woolacombe,tri,Clematis_vitalba,0
Woolacombe,tri,Convolvulus_soldanella,0
Woolacombe,tri,Cornus_sanguinea,0
Woolacombe,tri,Crepis_vesicaria,7
Woolacombe,tri,Digitalis_purpurea,0
Woolacombe,tri,Dryopteris_sp.,0
Woolacombe,tri,Erica_cinerea,1092
Woolacombe,tri,Erodium_cicutarium,0
Woolacombe,tri,Eupatorium_cannabinum,0
Woolacombe,tri,Euphorbia_paralias,0
Woolacombe,tri,Euphrasia_nemorosa,236
Woolacombe,tri,Fragaria_vesca,0
Woolacombe,tri,Galium_aparine,12
Woolacombe,tri,Galium_mollugo,0
Woolacombe,tri,Galium_saxatile,21
Woolacombe,tri,Galium_verum,1
Woolacombe,tri,Geranium_molle,0
Woolacombe,tri,Geranium_robertianum,0
Woolacombe,tri,Grass,0
Woolacombe,tri,Hedera_helix,0
Woolacombe,tri,Heracleum_sphondylium,0
Woolacombe,tri,Hyacinthoides_non-scripta,33
Woolacombe,tri,Hypochaeris_radicata,0
Woolacombe,tri,Leontodon_hispidus,0
Woolacombe,tri,Leontodon_saxatilis,1
Woolacombe,tri,Leontodon_sp.,0
Woolacombe,tri,Limonium_vulgare,61
Woolacombe,tri,Lonicera_periclymenum,0
Woolacombe,tri,Lotus_corniculatus,10
Woolacombe,tri,Lotus_subbiflorus,0
Woolacombe,tri,Medicago_polymorpha,0
Woolacombe,tri,Oenothera_sp.,0
Woolacombe,tri,Ononis_repens,0
Woolacombe,tri,Plantago_lanceolata,10
Woolacombe,tri,Plantago_major,0
Woolacombe,tri,Plantago_media,0
Woolacombe,tri,Polygala_serpyllifolia,0
Woolacombe,tri,Polygala_vulgaris,0
Woolacombe,tri,Potentilla_erecta,127
Woolacombe,tri,Potentilla_sterilis,1
Woolacombe,tri,Primula_vulgaris,0
Woolacombe,tri,Ranunculus_bulbosus,0
Woolacombe,tri,Rosa_rugosa,0
Woolacombe,tri,Rosa_spinosissima,0
Woolacombe,tri,Rubia_peregrina,0
Woolacombe,tri,Rubus_fruiticosus,16
Woolacombe,tri,Rubus_fruticosus,5
Woolacombe,tri,Rumex_acetosa,0
Woolacombe,tri,Rumex_acetosella,0
Woolacombe,tri,Rumex_sp.,0
Woolacombe,tri,Sanguisorba_minor,5
Woolacombe,tri,Senecio_jacobaea,0
Woolacombe,tri,Silene_dioica,0
Woolacombe,tri,Sonchus_asper,0
Woolacombe,tri,Stellaria_graminea,65
Woolacombe,tri,Stellaria_holostea,3
Woolacombe,tri,Taraxacum_agg.,0
Woolacombe,tri,Teucrium_scorodonia,494
Woolacombe,tri,Trifolium_pratense,0
Woolacombe,tri,Trifolium_repens,0
Woolacombe,tri,Ulex_europaeus,29
Woolacombe,tri,Urtica_dioica,0
Woolacombe,tri,Veronica_chamaedrys,3
Woolacombe,tri,Veronica_sp.,29
Woolacombe,tri,Vicia_sativa,0
Woolacombe,tri,Viola_riviniana,0
Wyeswood.Common,mon,Achillea_millefolium,0
Wyeswood.Common,mon,Anacamptis_morio,0
Wyeswood.Common,mon,Anthriscus_sylvestris,0
Wyeswood.Common,mon,Bellis_perennis,0
Wyeswood.Common,mon,Cardamine_pratensis,0
Wyeswood.Common,mon,Centaurea_nigra,44
Wyeswood.Common,mon,Cerastium_fontanum,3
Wyeswood.Common,mon,Chamerion_angustifolium,0
Wyeswood.Common,mon,Cirsium_arvense,0
Wyeswood.Common,mon,Crataegus_monogyna,0
Wyeswood.Common,mon,Crepis_capillaris,6
Wyeswood.Common,mon,Crepis_vesicaria,8
Wyeswood.Common,mon,Dactylorhiza_fuchsii,0
Wyeswood.Common,mon,Dactylorhiza_praetermissa,0
Wyeswood.Common,mon,Dryopteris_sp.,0
Wyeswood.Common,mon,Euphrasia_nemorosa,496
Wyeswood.Common,mon,Geranium_pratense,0
Wyeswood.Common,mon,Geranium_pusillum,0
Wyeswood.Common,mon,Grass,0
Wyeswood.Common,mon,Heracleum_sphondylium,0
Wyeswood.Common,mon,Hyacinthoides_non-scripta,0
Wyeswood.Common,mon,Hypericum_perforatum,0
Wyeswood.Common,mon,Hypochaeris_radicata,0
Wyeswood.Common,mon,Lathyrus_pratensis,2
Wyeswood.Common,mon,Lathyrus_sylvestris,0
Wyeswood.Common,mon,Leontodon_hispidus,11
Wyeswood.Common,mon,Leontodon_saxatilis,0
Wyeswood.Common,mon,Leontodon_sp.,0
Wyeswood.Common,mon,Leucanthemum_vulgare,0
Wyeswood.Common,mon,Linum_catharticum,2
Wyeswood.Common,mon,Lotus_corniculatus,10
Wyeswood.Common,mon,Luzula_campestris,38
Wyeswood.Common,mon,Medicago_lupulina,6
Wyeswood.Common,mon,Plantago_lanceolata,34
Wyeswood.Common,mon,Plantago_major,0
Wyeswood.Common,mon,Plantago_media,0
Wyeswood.Common,mon,Polygala_vulgaris,2
Wyeswood.Common,mon,Prunella_vulgaris,0
Wyeswood.Common,mon,Prunus_spinosa,0
Wyeswood.Common,mon,Quercus_robur,0
Wyeswood.Common,mon,Ranunculus_acris,0
Wyeswood.Common,mon,Ranunculus_bulbosus,0
Wyeswood.Common,mon,Ranunculus_ficaria,1
Wyeswood.Common,mon,Ranunculus_repens,2
Wyeswood.Common,mon,Ranunculus_sceleratus,0
Wyeswood.Common,mon,Rhinanthus_minor,0
Wyeswood.Common,mon,Rubus_fruiticosus,0
Wyeswood.Common,mon,Rumex_acetosa,0
Wyeswood.Common,mon,Rumex_acetosella,10
Wyeswood.Common,mon,Solidago_virgaurea,0
Wyeswood.Common,mon,Stellaria_graminea,8
Wyeswood.Common,mon,Stellaria_holostea,0
Wyeswood.Common,mon,Taraxacum_agg.,8
Wyeswood.Common,mon,Trifolium_pratense,1
Wyeswood.Common,mon,Trifolium_repens,10
Wyeswood.Common,mon,Urtica_dioica,0
Wyeswood.Common,mon,Veronica_chamaedrys,0
Wyeswood.Common,mon,Vicia_cracca,2
