Site,Habitat,PlSpecies,CP,FU
Bystock,heathland,Rubus_fruiticosus,0,0
Bystock,woodland,Rubus_fruiticosus,17.9473684210526,0.0526315789473684
Bystock,grassland,Rubus_fruticosus,17.5,0.25
Bystock,heathland,Rubus_fruticosus,0,0
Bystock,woodland,Rubus_fruticosus,14.75,0.25
Bystock,grassland,Rubus_fruticosus_agg.,1,1
Bystock,heathland,Rubus_fruticosus_agg.,0,0
Bystock,woodland,Rubus_fruticosus_agg.,1,1
Bystock,grassland,Rumex_acetosa,1,0
Bystock,heathland,Rumex_acetosa,0,0
Bystock,woodland,Rumex_acetosa,0,0
Bystock,grassland,Rumex_acetosella,2.5,88.5
Bystock,heathland,Rumex_acetosella,0,0
Bystock,woodland,Rumex_acetosella,0,0
Bystock,grassland,Rush,0,0
Bystock,heathland,Rush,0,0
Bystock,woodland,Rush,1,0
Bystock,grassland,Salix_repens,0,0
Bystock,heathland,Salix_repens,1,0
Bystock,woodland,Salix_repens,0,0
Bystock,grassland,Taraxacum_agg.,0.571428571428571,0
Bystock,heathland,Taraxacum_agg.,0,0
Bystock,woodland,Taraxacum_agg.,0,0
Bystock,grassland,Teucrium_scorodonia,0,0
Bystock,heathland,Teucrium_scorodonia,0,0
Bystock,woodland,Teucrium_scorodonia,1,0
Bystock,grassland,Trifolium_pratense,3.5,0
Bystock,heathland,Trifolium_pratense,0,0
Bystock,woodland,Trifolium_pratense,0,0
Bystock,grassland,Trifolium_repens,2.8,0.4
Bystock,heathland,Trifolium_repens,0,0
Bystock,woodland,Trifolium_repens,0,0
Bystock,grassland,Ulex_europaeus,0,0
Bystock,heathland,Ulex_europaeus,11.8965517241379,0.25
Bystock,woodland,Ulex_europaeus,7,0
Bystock,grassland,Ulex_galii,0,0
Bystock,heathland,Ulex_galii,1,1
Bystock,woodland,Ulex_galii,1,1
Bystock,grassland,Urtica_dioica,0,0
Bystock,heathland,Urtica_dioica,0,0
Bystock,woodland,Urtica_dioica,1,1
Bystock,grassland,Veronica_chamaedrys,2.81818181818182,0.772727272727273
Bystock,heathland,Veronica_chamaedrys,0,0
Bystock,woodland,Veronica_chamaedrys,1,0
Bystock,grassland,Veronica_montana,1.75,4.5
Bystock,heathland,Veronica_montana,0,0
Bystock,woodland,Veronica_montana,1,15
Bystock,grassland,Veronica_officinalis,1.625,0.625
Bystock,heathland,Veronica_officinalis,0,0
Bystock,woodland,Veronica_officinalis,0,0
Bystock,grassland,Vicia_sativa,3,0
Bystock,heathland,Vicia_sativa,0,0
Bystock,woodland,Vicia_sativa,0,0
Bystock,grassland,Viola_riviniana,4.6,0
Bystock,heathland,Viola_riviniana,0,0
Bystock,woodland,Viola_riviniana,2,0
