site,MDT,scenario,extthrs,flexthrs,meanrob,sdrob
Cloud_Hill,dyad,least to most common,0.75,1,0.68013879110845,0.0328873691931783
Cloud_Hill,dyad,random,0.75,1,0.610501885654258,0.0592349256656027
Dartmoor_Scrub,monad,most to least common,0.25,0,0.398905449059497,0.0563433437443784
Dartmoor_Scrub,monad,least to most common,0.25,0,0.663505038005955,0.0668839375894165
Dartmoor_Scrub,monad,random,0.25,0,0.521716350933905,0.0975157328387529
Dartmoor_Scrub,monad,most to least common,0.25,0.25,0.457989613374015,0.0547283202798805
Dartmoor_Scrub,monad,least to most common,0.25,0.25,0.688110005301331,0.0522544855742549
Dartmoor_Scrub,monad,random,0.25,0.25,0.584575597061657,0.0834007024480549
Dartmoor_Scrub,monad,most to least common,0.25,0.5,0.522469945825711,0.0518982466276147
Dartmoor_Scrub,monad,least to most common,0.25,0.5,0.722612082803769,0.0358479112573366
Dartmoor_Scrub,monad,random,0.25,0.5,0.63778034832783,0.0732524394122003
Dartmoor_Scrub,monad,most to least common,0.25,1,0.661994210517437,0.0586306476328366
Dartmoor_Scrub,monad,least to most common,0.25,1,0.767940422370562,0.0162050365189739
Dartmoor_Scrub,monad,random,0.25,1,0.724169585087636,0.0482720970064738
Dartmoor_Scrub,monad,most to least common,0.5,0,0.382109443449281,0.0568701568717411
Dartmoor_Scrub,monad,least to most common,0.5,0,0.641783254659165,0.06908731545969
Dartmoor_Scrub,monad,random,0.5,0,0.520317277361784,0.0975796865154205
Dartmoor_Scrub,monad,most to least common,0.5,0.25,0.409771941908129,0.0586369664137639
Dartmoor_Scrub,monad,least to most common,0.5,0.25,0.662427332847247,0.0621585160250894
Dartmoor_Scrub,monad,random,0.5,0.25,0.543712959488879,0.0963919415662119
Dartmoor_Scrub,monad,most to least common,0.5,0.5,0.462231072811973,0.0609308664243707
Dartmoor_Scrub,monad,least to most common,0.5,0.5,0.690334347915157,0.0527390586799004
Dartmoor_Scrub,monad,random,0.5,0.5,0.587725449207925,0.0898721460145957
Dartmoor_Scrub,monad,most to least common,0.5,1,0.605087069981467,0.0479499905921444
Dartmoor_Scrub,monad,least to most common,0.5,1,0.739365755014353,0.0254880741217295
Dartmoor_Scrub,monad,random,0.5,1,0.689913021181456,0.0558474932129703
Dartmoor_Scrub,monad,most to least common,0.75,0,0.353626376201917,0.0590573703041242
Dartmoor_Scrub,monad,least to most common,0.75,0,0.611659759847471,0.0675766855074645
Dartmoor_Scrub,monad,random,0.75,0,0.480078629064717,0.0953936251904475
Dartmoor_Scrub,monad,most to least common,0.75,0.25,0.380442496450861,0.0619118171275993
